anchor,positive,negative
04801,00321,02915
00166,00079,04597
00716,01110,04627
00399,04346,00040
03979,04864,04237
02957,00833,00926
04631,01022,00297
02664,02172,04936
01050,03558,04516
02117,04826,04807
02633,02326,00067
04254,00088,02399
02579,04720,04603
00270,04371,01662
02358,03757,00145
00559,03100,04517
02819,01004,03041
03763,01683,04448
03675,03387,00358
00930,04203,02851
02662,00681,04377
04570,02792,02778
02117,03796,00941
02539,04178,03999
03460,03294,00292
02738,00609,02965
01397,02312,03914
02705,04783,03551
03142,00797,03563
00539,03112,01361
02369,04780,01239
04665,02798,04212
03428,02933,02995
00025,04927,04428
04224,01129,01270
00596,02559,00386
01338,01540,00950
01511,02692,03073
04706,02177,01262
03099,02644,04981
04519,00482,01405
04839,01460,00564
04665,03325,02321
02658,00645,04577
03806,03114,00188
02876,03857,04399
02880,03162,04443
03558,00919,04079
03367,00221,02837
04742,01519,04521
00146,04064,00682
03139,02986,04453
04450,04997,01973
01709,01848,00648
03380,01190,02817
02866,00712,03980
03353,02479,03036
03404,03708,03578
02221,02517,00733
00864,03513,04748
03623,02391,00856
01651,00979,03018
01481,02127,04954
01314,01852,03775
04603,03334,04976
04668,03304,01785
00399,01636,01351
03687,03158,03647
00026,00677,02388
00409,04791,03273
03832,01307,02983
03699,02916,00362
04910,01857,02836
02154,01062,04767
03140,00288,02487
01678,00614,01796
02672,04362,00235
04733,00051,01162
00414,00970,01247
02395,02035,00137
03824,02566,00949
04354,04023,01307
02283,02472,02446
03322,04656,03076
01855,04011,01811
02242,03380,01278
02892,01042,01010
02283,00691,02968
01740,02905,00557
04689,01359,03050
01696,04688,01828
01927,03920,00545
04933,03899,03439
03120,02753,01194
04435,01017,01266
03893,00464,00745
01472,04409,04111
01230,03472,03535
03886,03518,00608
00686,03036,04911
02331,03440,00881
02059,03767,00967
03164,03071,02954
04336,00970,02783
04406,00807,00797
01870,02285,01091
02276,02732,01691
04751,03093,01072
01598,04107,03474
03976,00913,03108
02006,02283,00340
00270,03093,03561
01025,04683,04786
02265,01454,04609
00448,00048,03663
01387,01126,04083
03314,02703,02104
03033,03591,03087
00499,04372,04645
00539,00846,04122
03408,01476,03867
04155,00185,02100
04516,01530,04990
03286,03134,04494
04248,04930,00929
04086,00127,04189
04085,02238,01864
04389,03679,02812
03663,02359,01081
00819,00022,00054
02882,04608,04627
00795,04688,01794
04864,04625,02368
02169,02690,04261
04716,04727,04850
02052,03471,01560
04507,04114,03508
02704,03863,04065
04245,02157,02529
02770,01685,00257
03099,00841,04981
01836,00247,03467
00433,04235,03503
00236,03627,04757
04681,00214,04150
02112,04793,01648
02525,01495,00943
03688,02709,03765
01024,00461,03462
03663,04045,04966
01404,04995,00079
02897,03951,01267
03833,03255,01478
03893,00464,01370
00801,04076,04045
01513,00405,01582
04795,00043,03625
03309,00045,01725
00427,02410,01533
02729,03566,02913
00705,00227,02032
04406,02773,03264
04755,00859,02226
00724,03128,01637
02781,02794,00891
01333,04825,01683
04330,04496,01242
00981,00248,03527
04867,01147,03811
04589,02607,01778
00933,00733,00622
01320,02288,02221
00968,00187,03099
02322,00874,03671
04053,00848,01793
02689,02646,03852
01113,02009,00621
04146,00846,00755
01114,01854,01548
04750,00036,01194
01718,03582,00807
00264,02599,01303
00270,04371,02528
00353,04455,00480
03092,04163,02884
01039,03571,03710
03434,01717,03040
02190,00228,03410
00686,02062,03397
03323,01838,01929
04224,03863,00621
04539,04962,04255
03992,01454,01690
04448,02208,00026
00968,00187,02556
03100,04128,02873
03543,01990,02443
01382,01443,01238
02213,02977,01771
00859,03655,04030
02695,04845,02519
04551,04994,04005
04428,02288,03929
01873,01434,01790
04937,01483,01493
04134,02974,04609
03973,02485,01827
00377,00879,03562
04619,02640,01706
04230,02183,04453
03224,04801,00045
00235,02871,00804
02547,03755,02193
02180,02907,00299
04343,04820,03755
02233,04449,03382
00171,02951,04651
00621,03523,03616
00675,01559,00358
04832,00755,00789
04748,00499,02174
02586,00765,01373
01582,01823,01439
03380,00706,01404
00367,04127,00361
00926,02632,03032
03973,01272,03710
00431,01145,01656
04124,02104,00066
01749,00102,01510
01146,02161,04099
03751,00854,03937
02108,01495,01354
02537,04911,00314
01804,02616,01265
01919,01905,03858
00431,02336,03559
04165,01804,00852
01393,04028,04448
01527,02268,03201
02817,00824,02699
03040,02135,00071
02819,01004,02917
00957,00377,01006
03734,02834,01207
00874,01124,00633
02715,04474,04648
00862,04931,03027
03685,03795,02628
01813,01476,02528
00791,02234,01631
04432,00329,04333
00878,03016,04210
01114,00942,01691
00185,03442,03872
03576,03824,03465
00235,03707,00626
01312,03103,02152
04572,02276,02868
03499,01451,01740
02539,01029,02442
03064,02444,00685
03115,01878,03620
01242,03036,00960
02190,01730,03410
00686,03036,01136
04833,03647,02172
04165,01804,03425
01130,03601,02871
03833,04045,03385
01763,04954,01927
02330,04897,04695
04030,00615,00274
01394,02087,00901
01530,02930,01891
03023,00270,03510
03074,00251,03408
04862,02407,02239
02941,00484,03101
02793,01390,03033
03064,00298,02049
02962,03927,03779
00409,03219,04150
00956,00632,01653
02050,03942,04186
00754,00226,00153
00368,02947,01266
00906,04577,00000
02954,02734,03865
02902,01268,01452
01136,00264,01575
02870,03278,02906
02040,04308,00675
04243,00171,04687
00084,00540,03851
00575,00483,00303
03330,03417,04885
03074,03577,03206
00448,04301,02565
02837,01538,04930
02878,01860,03533
03860,04964,03008
02028,03089,00154
01399,03708,03949
01242,01968,01785
04651,01906,00934
02591,01857,03594
00981,00248,01694
02555,02157,04751
04746,04424,01656
04314,02695,02779
00016,03500,03350
01969,02200,01692
03973,02485,03710
03700,03647,00794
01637,00917,02267
03694,03973,00034
01787,00275,01317
03197,03653,01373
00952,02412,03537
04107,02496,04892
00689,01359,00042
02574,04606,03312
03541,03176,01824
03229,03301,01937
01935,02972,01603
03651,02147,04495
04945,00530,00432
03648,02869,03241
03157,04983,03017
02672,00947,00235
04767,01577,00487
02401,02605,02712
00892,04327,04019
02527,03339,00223
00126,00864,00185
01242,01968,02643
00411,02983,01926
04110,00379,01911
04742,01167,00972
03414,00108,04188
02311,03643,02529
01762,00044,01739
03706,01558,02332
04289,04018,01597
01789,00054,02604
01706,03890,00289
00350,00269,00717
04260,03872,02155
00042,00644,00164
02711,04951,03585
00757,01012,01548
02517,01456,01795
02941,00973,03788
00540,01619,04940
01097,04189,02894
00864,02130,04748
02654,04174,00649
01404,01597,01949
04086,03791,01637
04109,02934,02523
00616,02131,02965
04977,00979,04523
02734,00260,02837
02284,00567,00591
04954,02501,00764
03230,02589,04780
04237,03177,02508
03749,01168,00899
04826,03689,01928
01740,02854,04704
04473,01738,00005
02325,01002,02858
00686,00235,04446
02866,01514,02428
01049,00362,02179
03077,03861,01718
00627,02751,00288
02326,03335,02646
04469,02555,03640
04165,01104,03444
04564,01872,00609
00422,00878,03559
02918,03899,00483
04643,03779,04438
02128,02877,00657
01560,03503,02930
03169,03684,03069
01112,02515,02627
03316,03088,00713
00981,01267,01694
00633,02172,02734
02821,02481,04042
01129,01342,02544
04744,01197,01510
03265,03740,03391
03223,03858,01721
02136,01483,04026
03712,01528,02256
01671,03925,00856
00451,01265,03818
04548,00170,01451
04093,02611,01615
00580,01339,04806
01819,00300,03442
01352,04238,01249
02842,02403,00398
04124,00392,04801
02016,00854,02837
03651,03848,04485
03469,01054,04057
02547,03755,02877
03679,02103,00056
02395,02321,00137
01097,04189,00012
04550,00765,01824
03096,01007,01569
01042,02868,00739
01579,02849,01682
01271,03026,02145
04752,02716,04936
01458,00983,03673
04046,01333,02576
02107,01411,01712
03876,00681,04604
01837,02114,04485
03699,04656,02426
01860,04750,03103
04994,02716,02264
04357,00499,00546
04127,04937,00552
00625,03017,00913
04520,01238,01854
01071,02876,02695
03043,00837,02078
02343,01426,01189
02369,04780,01640
01166,02426,02760
03338,03770,02177
01051,01220,02265
01946,01061,00695
04912,02638,02145
00840,02792,00621
00854,04948,01941
02163,04619,00812
00596,03606,00386
01608,02369,01253
03988,04503,00881
02146,02405,04287
02242,04233,00146
04093,02611,01287
03608,00716,02537
02365,04367,01632
02589,00051,02227
01344,00347,01117
04270,00419,00819
00464,02936,04170
02890,03205,04496
00490,01202,02176
02556,01560,04162
00633,01305,00131
04716,02290,02453
01950,04489,03318
00862,02051,03122
03414,02867,03301
03264,04398,04068
04255,00030,04984
00882,01019,00321
03703,01507,00193
00881,01393,00621
00839,00621,04527
01343,00100,03624
03897,00954,01736
03707,00957,00649
03197,02785,01373
03700,03647,00274
04811,00025,03325
04127,00584,00290
04157,04329,04497
00360,01409,00596
04473,01738,03015
00283,01820,01303
04692,00612,01421
03224,04801,01565
04903,04839,00139
02960,01461,02285
01796,01382,02427
04950,01820,02952
04619,02640,02586
02934,03034,02299
02483,02866,02183
00938,00139,00785
03100,04128,03385
01647,03573,03826
01181,02638,00769
02724,03045,00049
03767,00814,03704
00905,01777,04713
02960,00135,00312
02663,02738,02165
02112,00298,03988
04317,00695,01332
02758,02552,04509
03424,03974,02107
03121,00333,00717
02896,03923,02996
04511,04834,02368
03663,02359,00782
04371,01619,00926
03180,01733,01444
01591,03432,00637
01166,03027,02887
00868,00409,01929
01050,00152,04516
03140,04517,01589
02583,04275,03850
02540,02740,04201
03224,03823,01159
01404,01770,00554
04447,01515,04456
01863,04052,01596
04157,00206,03164
03830,02792,01481
03951,03321,01902
02326,01612,04249
03421,04066,03924
00149,01597,03541
03469,04308,04057
02229,04746,02125
01345,03023,02408
02441,00805,03349
04988,00883,02994
02541,00443,04722
00758,01165,03794
00673,04448,03584
00854,00023,00433
01695,03608,00056
04188,03477,00028
00148,02632,00326
01649,00893,01424
04146,00846,02161
04358,03630,04301
04320,03757,04734
00921,04639,02804
04551,01562,00600
04363,00909,03569
01103,00887,00473
01538,00071,04520
02877,00953,02319
01454,04590,03183
03028,04360,04208
00257,02256,01511
02240,03833,00434
00949,04792,00244
03040,04489,04904
00013,04676,03082
02383,00709,01451
03041,01271,04226
04911,02160,02689
03257,00374,00545
02657,01718,02061
02584,00550,04163
01591,01612,04796
01636,02646,02531
03946,04648,02704
00616,04210,00949
02867,00166,04735
03442,03776,04983
02884,03218,04981
02941,04308,03788
00493,04651,04755
04764,04385,03404
02429,00851,00342
01110,04051,02442
03356,04428,04472
00022,02028,01531
03406,01076,00240
01868,04634,00063
02548,02213,00020
04610,01505,01231
02244,01530,04181
03504,02017,00254
02365,02427,00668
04792,03502,00560
04030,02348,00336
00861,02207,04971
01472,00765,02130
02370,01253,01421
03905,00003,03046
00758,00975,03500
01872,01529,02502
00105,03123,00839
03861,00384,02226
02200,00756,04427
02223,04758,00537
02443,04570,02568
02870,01942,03954
03249,03520,02591
00716,00518,03292
02977,00903,03653
02793,04668,03445
04983,03403,01440
02869,00516,00082
00466,03104,04263
02747,02099,01027
03932,00007,03310
04731,01839,01418
04839,01460,00734
04891,02954,01175
03045,03984,01124
03831,02400,02356
00830,03183,04513
02216,04932,03513
03880,02704,04646
01170,04904,02624
00275,02399,00270
03944,02273,01703
03430,04780,02699
04243,02465,04687
01181,00063,03601
01878,00089,01127
03100,02838,04389
04022,00756,02994
03651,02575,02667
01804,03952,02949
02644,01763,03137
00062,02312,00900
04619,04306,02586
00607,04693,00608
03873,02927,02900
04783,02273,00794
00593,00308,00826
01394,03794,02289
01854,01619,03103
04086,03791,03104
02842,00863,03760
02883,04455,02216
03489,00480,03353
00126,02830,01666
01522,00645,00353
02923,02518,03631
01816,03218,04369
04261,03807,04913
00812,03624,04704
02988,00708,02668
03663,02744,03006
02627,00848,01444
00150,03981,04208
02075,00223,03643
00337,00298,00949
00975,01092,01091
01335,00486,03523
03182,02013,03006
01024,00917,03409
04270,00145,03684
04219,01835,04047
03115,01878,02859
03831,01135,04151
04165,01804,03444
03486,02704,00596
00246,01031,04722
01671,04825,03059
01946,04594,03798
02161,01761,02155
04620,03689,03515
00613,04776,03740
02826,02502,00571
00932,03180,03633
04047,00805,00905
03817,02399,01902
01306,00172,03799
04642,00861,01276
01073,01612,04188
01332,02098,02911
01022,04031,04611
02489,02823,04548
02038,03368,04876
03961,02392,00904
03992,01809,02896
02471,02343,00191
04174,04471,03937
03657,01014,02411
00717,03680,03216
01233,02195,00080
00504,00128,00271
01983,00136,01872
00802,01714,02152
00657,00895,02880
02990,02933,03658
03759,00311,01393
02881,03751,01724
02866,00883,02428
03050,00391,01962
03234,03858,04424
03256,01410,03755
03944,02897,01703
02209,02847,00202
02982,04579,03387
04109,01084,04750
04499,00620,02655
02539,04300,02442
04671,03050,01390
02259,01993,04668
03587,00187,01581
00768,04815,01320
00564,00528,03992
03861,01063,03949
00526,04578,04591
00193,04579,01610
04497,01155,00100
00625,01271,04344
01854,01619,01870
03314,02703,04017
01371,04684,01558
01912,03329,01749
01870,02285,02452
00491,02388,04951
03464,02217,01662
04722,02886,00606
00768,04892,01421
00742,03526,00450
01198,03526,00047
00020,00159,03486
04327,00921,01325
04954,04412,04146
00486,04455,04229
01867,00789,01264
01690,03792,00171
00853,03601,03017
04245,04253,00510
00337,03203,04469
03633,01683,04301
02594,02428,03751
03548,04845,01608
04127,00584,00552
00303,02772,01796
00223,01117,03857
00774,03863,01002
00921,02566,04923
01129,01616,00440
03617,02295,04380
00653,03457,04794
01597,03426,02305
00797,01429,00934
01653,02468,03178
02930,00863,04689
03329,03244,01900
04471,00610,02726
04051,00673,01590
02646,02902,00752
03469,04941,04057
04019,04999,01514
03421,02212,02979
04891,02954,02889
02481,04056,03061
03243,03265,00164
01800,00829,01375
01303,00021,00788
00193,04842,02369
02881,02842,00851
00080,03890,00596
03244,03914,01980
02088,00879,04577
00826,01601,03039
00055,02387,01560
04326,00695,03480
03703,02968,01548
04938,01354,03937
03422,03745,00852
02792,01512,02286
01071,00571,02169
03178,01863,00211
04807,00716,04960
02643,02207,00298
03419,04488,01784
00938,00554,01364
02517,01960,03498
03891,02667,01927
04620,03167,04507
03111,01748,01152
03077,03171,03580
03244,01746,00137
03852,00843,04538
00468,02179,00561
01682,03852,01835
02169,02925,02285
03902,01806,03114
00550,03757,03676
01116,03497,02982
04157,04443,04811
00644,02769,02404
03452,00243,00694
03264,04256,03462
01271,00576,03976
01126,02903,00531
00632,04503,04898
01548,00859,03581
01522,02529,00353
04706,01472,03074
04117,03019,03588
00979,00070,03746
01204,04590,00467
00859,03655,03831
02967,03108,02515
01112,03930,01172
00408,00891,00576
03049,00051,01144
02579,02778,03462
00343,03303,00984
04143,02770,03683
04807,02555,03098
01349,04999,03496
00804,02540,02953
02777,04418,02242
00445,02915,00532
